# Program:featureCounts v2.0.1; Command:"featureCounts" "-a" "data/yeast.gtf" "-o" "outputs/final_counts_matrix.txt" "outputs/STAR_alignment_results/yeastAligned.sortedByName.out.bam" 
Geneid	Chr	Start	End	Strand	Length	outputs/STAR_alignment_results/yeastAligned.sortedByName.out.bam
NM_001183076.1	chrXIV	202428	204872	+	2445	4
NM_001183075.1	chrXIV	205188	206567	+	1380	0
NM_001183074.1	chrXIV	206930	209854	+	2925	10
NM_001183072.1	chrXIV	210233	211513	+	1281	3
NM_001183071.1	chrXIV	211922	214600	+	2679	2
NM_001183070.1	chrXIV	214923	215801	+	879	6
NM_001183069.1	chrXIV	215987	217042	-	1056	4
NM_001183068.1	chrXIV	217523	218662	-	1140	3
NM_001183067.1	chrXIV	219137	220201	-	1065	4
NM_001183065.1	chrXIV	220659	222431	-	1773	6
NM_001183063.1	chrXIV	222724	224469	-	1746	4
NM_001183062.1	chrXIV	224796	227099	-	2304	0
NM_001183061.1	chrXIV	227370	228854	+	1485	0
NM_001183060.1	chrXIV	229094	229714	+	621	0
NR_132250.1	chrXIV	230105	230672	-	568	0
NM_001183059.1	chrXIV	231068	233695	-	2628	8
NM_001183058.1	chrXIV	234413	235714	+	1302	24
NM_001183057.1	chrXIV	235996	237663	-	1668	4
NM_001183056.1	chrXIV	238238	240001	+	1764	3
NM_001183055.1	chrXIV	240331	241311	+	981	4
NM_001183054.1	chrXIV	241689	244172	+	2484	0
NM_001183053.1	chrXIV	244468	245430	+	963	0
NM_001183052.1	chrXIV	245617	246216	+	600	0
NM_001183051.1	chrXIV	246460	247104	-	645	4
NM_001183050.1	chrXIV	247461	249809	+	2349	0
NM_001183049.1	chrXIV	250055	250315	-	261	0
NM_001183048.1	chrXIV	250931	251743	+	813	0
NM_001183047.1	chrXIV	252059	253900	+	1842	97
NM_001183046.1	chrXIV	254418	255017	+	600	6
NM_001183045.1	chrXIV	255353	256630	+	1278	0
NM_001183044.1	chrXIV	256788	258155	-	1368	0
NM_001183042.1	chrXIV	258375	259277	-	903	0
NM_001183040.1	chrXIV	259578	260456	+	879	0
NM_001183038.1	chrXIV	263713	264453	-	741	0
NM_001183037.1	chrXIV	264926	266530	-	1605	10
NM_001183035.1	chrXIV	267608	269593	-	1986	10
NM_001183034.1	chrXIV	270275	271171	-	897	2
NM_001183033.1	chrXIV	271523	272308	-	786	0
NM_001183032.1	chrXIV	272710	273615	-	906	0
NM_001183031.2	chrXIV	274368	276044	+	1677	4
NM_001183030.2	chrXIV	276502	279897	+	3396	2
NM_001183029.1	chrXIV	280432	281505	+	1074	2
NM_001183028.1	chrXIV	282395	283009	+	615	14
NM_001183027.1	chrXIV	284260	285888	+	1629	10
NM_001183026.1	chrXIV	286308	287609	+	1302	4
NM_001183025.1	chrXIV	287994	289067	+	1074	2
NM_001183024.2	chrXIV	289498	291876	+	2379	12
NM_001183023.1	chrXIV	292193	292669	-	477	0
NM_001270758.1	chrXIV	292557	292883	-	327	0
NM_001183021.1	chrXIV	293137	295509	-	2373	2
NM_001183020.1	chrXIV	295960	297627	-	1668	6
NM_001183019.2	chrXIV	298335	299558	+	1224	0
NM_001183018.1	chrXIV	299654	300649	-	996	10
NM_001183016.3	chrXIV	302680	303402	+	723	64
NM_001183015.2	chrXIV	303686	304615	-	930	0
NM_001183014.2	chrXIV	305070	306980	-	1911	10
NM_001183013.2	chrXIV	307401	308612	-	1212	18
NM_001183011.1	chrXIV	308957	310057	-	1101	0
NM_001183010.4	chrXIV	310636	315882	+	5247	0
NM_001183007.1	chrXIV	316169	317671	-	1503	8
NM_001183006.1	chrXIV	318030	318809	-	780	2
NM_001183005.1	chrXIV	319416	321359	-	1944	4
NM_001183004.1	chrXIV	322219	323565	-	1347	4
NM_001183003.3	chrXIV	323832	325052	+	1221	0
NM_001183002.1	chrXIV	325265	326320	-	1056	1
NM_001183001.1	chrXIV	326741	330073	-	3333	6
NM_001184490.1	chrXIV	330329	330547	+	219	1
NM_001183000.1	chrXIV;chrXIV	331322;331838	331325;332154	+;+	321	27
NM_001182999.3	chrXIV	332597	334867	+	2271	2
NM_001182998.1	chrXIV	336545	337609	+	1065	7
NM_001182997.1	chrXIV	338478	339347	-	870	0
NM_001182996.1	chrXIV	339612	340208	+	597	3
NM_001182995.1	chrXIV	340352	340858	+	507	2
NM_001182994.3	chrXIV	341069	341968	-	900	13
NM_001182993.1	chrXIV	342516	343340	+	825	0
NM_001182992.1	chrXIV	343636	345276	-	1641	7
NM_001182991.1	chrXIV	345669	346058	-	390	2
NM_001182990.1	chrXIV	346313	347542	+	1230	4
NM_001182989.3	chrXIV	347766	348521	-	756	4
NM_001182987.1	chrXIV	349367	349756	-	390	3
NM_001182986.1	chrXIV	349907	350671	-	765	2
NM_001182985.1	chrXIV;chrXIV	350940;351054	350957;351383	+;+	348	4
NM_001184663.1	chrXIV	351386	351580	-	195	0
NM_001182984.3	chrXIV	351715	352017	+	303	2
NM_001182983.1	chrXIV	352414	352530	+	117	0
NM_001182982.1	chrXIV	352820	355042	-	2223	0
NM_001270759.1	chrXIV	356794	357186	-	393	0
NM_001182980.1	chrXIV	357453	358952	+	1500	0
NM_001182979.1	chrXIV	359596	360639	+	1044	6
NM_001270760.1	chrXIV	360917	361486	-	570	0
NM_001182977.3	chrXIV	360924	365717	-	4794	2
NM_001184519.1	chrXIV;chrXIV	366033;366158	366035;366412	+;+	258	2
NM_001182976.1	chrXIV	366741	368321	+	1581	2
NM_001182975.3	chrXIV	368595	370055	-	1461	18
NM_001182974.1	chrXIV	370368	371645	+	1278	0
NM_001182973.1	chrXIV	371882	372226	-	345	18
NM_001182972.3	chrXIV	372451	373581	-	1131	2
NM_001182971.3	chrXIV	374171	374692	-	522	0
NM_001182970.1	chrXIV	375321	378491	+	3171	12
NM_001182969.1	chrXIV	378767	379225	+	459	11
NM_001182968.3	chrXIV;chrXIV	379558;380782	380689;380831	-;-	1182	6
NM_001184574.1	chrXIV	381245	381391	-	147	0
NM_001182967.1	chrXIV	381480	382202	+	723	0
NM_001182966.4	chrXIV	382359	383663	+	1305	0
NM_001182965.3	chrXIV	383987	386848	+	2862	6
NM_001182964.1	chrXIV	387227	389767	+	2541	6
NM_001182963.1	chrXIV	390146	392167	-	2022	4
NM_001182961.1	chrXIV	394685	397678	+	2994	6
NM_001182960.1	chrXIV	398023	398370	-	348	8
NM_001182959.3	chrXIV	398684	400537	-	1854	6
NM_001182957.3	chrXIV	401040	402521	+	1482	2
NM_001182956.1	chrXIV	402652	405564	-	2913	2
NM_001182955.1	chrXIV	406358	408022	+	1665	0
NM_001182954.3	chrXIV	408341	409909	+	1569	2
NM_001182953.1	chrXIV	410119	412053	-	1935	4
NM_001182951.1	chrXIV	412771	413199	+	429	9
NM_001182950.3	chrXIV;chrXIV	413639;415914	414911;416281	+;+	1641	39
NM_001182949.3	chrXIV	416940	417302	-	363	18
NM_001182948.1	chrXIV	417826	418488	-	663	18
NM_001182946.1	chrXIV	419014	419826	-	813	6
NM_001182945.3	chrXIV	420098	420778	+	681	4
NM_001182944.1	chrXIV	420944	424495	-	3552	0
NM_001182942.1	chrXIV	424895	426754	-	1860	14
NM_001182941.3	chrXIV	427735	429753	+	2019	0
NM_001182940.3	chrXIV	430087	434493	+	4407	2
NM_001182939.1	chrXIV	434999	437140	+	2142	8
NM_001182938.1	chrXIV	437613	438317	+	705	2
NM_001182937.3	chrXIV	438567	439283	-	717	3
NM_001182936.1	chrXIV	439602	440570	-	969	4
NM_001184620.1	chrXIV	440797	440919	-	123	0
NM_001182935.3	chrXIV	441366	442358	-	993	6
NM_001182934.3	chrXIV;chrXIV	443398;444172	443826;444315	-;-	573	30
NM_001182933.1	chrXIV	444912	446840	-	1929	4
NM_001182932.1	chrXIV	447611	449374	+	1764	0
NM_001182931.3	chrXIV	449868	450530	+	663	0
NM_001182930.1	chrXIV	450871	452073	+	1203	0
NM_001182929.1	chrXIV	452408	456130	+	3723	12
NM_001182928.3	chrXIV	456565	457143	+	579	2
NM_001182926.3	chrXIV	457704	461990	+	4287	0
NM_001182925.1	chrXIV	462411	465947	+	3537	8
NM_001182924.1	chrXIV	466334	466642	+	309	0
NM_001182923.3	chrXIV	467131	469623	+	2493	6
NM_001182922.1	chrXIV	470053	471102	-	1050	0
NM_001182921.1	chrXIV	471377	472861	+	1485	0
NM_001182920.3	chrXIV	473391	476012	+	2622	0
NM_001182919.3	chrXIV	476188	476619	-	432	5
NM_001182918.1	chrXIV	476932	478032	-	1101	0
NM_001182917.1	chrXIV	478566	479165	-	600	11
NM_001182916.3	chrXIV	479768	480991	+	1224	2
NM_001182915.1	chrXIV	481391	482977	+	1587	6
NM_001182914.1	chrXIV	483556	485310	+	1755	0
NM_001182913.3	chrXIV	485607	486479	+	873	2
NM_001182912.3	chrXIV	486766	488124	-	1359	0
NM_001182911.1	chrXIV	488386	490116	+	1731	0
NM_001182910.1	chrXIV	490317	491240	+	924	0
NM_001182909.3	chrXIV	491523	492971	+	1449	22
NM_001182908.1	chrXIV	493366	493548	+	183	2
NM_001182907.1	chrXIV;chrXIV	493956;494974	494524;495001	-;-	597	44
NM_001182906.3	chrXIV	495701	498289	-	2589	4
NM_001184639.3	chrXIV	499417	499557	+	141	0
NM_001182905.1	chrXIV	499681	500256	+	576	12
NM_001182904.1	chrXIV	501515	502777	+	1263	2
NM_001182903.3	chrXIV	503724	505484	+	1761	6
NM_001182902.1	chrXIV	505868	507097	-	1230	20
NM_001182901.1	chrXIV	507758	508702	+	945	4
NM_001182900.3	chrXIV	508776	510212	-	1437	6
NM_001182899.3	chrXIV	510540	512396	+	1857	16
NM_001182898.1	chrXIV	512668	514935	-	2268	0
NM_001182897.1	chrXIV	515763	516713	-	951	2
NM_001182895.3	chrXIV	517249	517842	+	594	0
NM_001182894.1	chrXIV	517994	518845	-	852	18
NM_001184413.3	chrXIV	519456	520778	+	1323	0
NM_001182893.3	chrXIV	526086	529583	+	3498	6
NM_001182892.3	chrXIV	529942	531411	+	1470	0
NM_001182891.1	chrXIV	531725	532186	+	462	20
NM_001182890.1	chrXIV	532659	533870	+	1212	0
NM_001182889.3	chrXIV;chrXIV	534079;534966	534874;534982	-;-	813	2
NM_001182888.1	chrXIV	535281	537911	-	2631	2
NM_001182887.1	chrXIV	538173	539819	+	1647	2
NM_001182886.3	chrXIV	539911	541881	-	1971	4
NM_001182885.3	chrXIV	542304	542822	+	519	0
NM_001182884.1	chrXIV	542963	544978	+	2016	2
NM_001182883.1	chrXIV;chrXIV	545268;545371	545291;545877	+;+	531	8
NM_001184662.3	chrXIV	547113	547370	+	258	0
NM_001182881.1	chrXIV	548100	549290	+	1191	2
NM_001182880.1	chrXIV	549468	551987	-	2520	4
NM_001182879.3	chrXIV	553380	554750	+	1371	2
NM_001182878.3	chrXIV	555048	556832	+	1785	6
NM_001182877.1	chrXIV;chrXIV	557020;557685	557610;557783	+;+	690	6
NM_001182876.1	chrXIV	557920	559002	-	1083	13
NM_001182875.3	chrXIV	559814	560479	+	666	10
NM_001182874.1	chrXIV	568522	569691	-	1170	0
NM_001182873.1	chrXIV	570477	572315	+	1839	0
NM_001182872.3	chrXIV	572999	573853	+	855	0
NM_001182871.3	chrXIV	574506	575351	+	846	0
NM_001182870.1	chrXIV	575640	576050	-	411	18
NM_001182869.1	chrXIV	576727	577038	+	312	27
NM_001182868.3	chrXIV	577205	578773	-	1569	2
NM_001182866.1	chrXIV	579580	581616	+	2037	2
NM_001182865.1	chrXIV	581920	583374	+	1455	0
NM_001182864.3	chrXIV	584320	585291	-	972	4
NR_132251.1	chrXIV	585587	585926	+	340	0
NR_132252.1	chrXIV	586090	586175	+	86	1
NM_001184619.3	chrXIV	586602	586820	-	219	6
NM_001182863.1	chrXIV	587107	587847	-	741	0
NM_001182862.1	chrXIV	588263	591160	-	2898	4
NM_001182861.3	chrXIV	591427	592899	-	1473	2
NM_001182860.1	chrXIV	593227	595347	+	2121	2
NM_001182859.1	chrXIV	595623	597539	-	1917	2
NM_001182858.3	chrXIV	598376	599230	-	855	0
NM_001182857.3	chrXIV	599936	601774	-	1839	0
NM_001182855.1	chrXIV	602907	604268	+	1362	8
NM_001182854.1	chrXIV	605384	605611	+	228	0
NM_001182853.3	chrXIV	606319	609453	+	3135	0
NM_001182851.1	chrXIV;chrXIV	609686;609875	609790;611665	+;+	1896	0
NM_001182850.1	chrXIV	611836	613170	-	1335	0
NM_001182849.3	chrXIV	613635	614360	+	726	2
NM_001182848.3	chrXIV	614821	616083	+	1263	2
NM_001182847.2	chrXIV	616211	618241	-	2031	0
NM_001182846.1	chrXIV	618507	619565	-	1059	6
NM_001182845.3	chrXIV	620067	620978	+	912	0
NM_001182844.1	chrXIV	621313	622428	-	1116	12
NM_001182843.1	chrXIV;chrXIV	622915;623287	622944;624621	+;+	1365	4
NM_001182842.3	chrXIV	624975	625829	-	855	0
NM_001182841.3	chrXIV	626174	627142	-	969	22
NM_001182840.1	chrXIV	627456	628616	+	1161	2
NM_001183178.1	chrXIV	629622	631061	-	1440	20
NM_001183179.3	chrXIV	633008	633856	-	849	0
NM_001183180.1	chrXIV	634344	635297	-	954	12
NM_001183181.1	chrXIV	635943	636383	+	441	0
NM_001183183.3	chrXIV	636986	638854	+	1869	6
NM_001183184.3	chrXIV	639182	640114	-	933	0
NM_001183185.1	chrXIV	640396	642381	+	1986	8
NM_001183186.1	chrXIV	642690	643439	+	750	0
NM_001183187.3	chrXIV	643744	644193	+	450	2
NM_001183188.1	chrXIV	644320	646950	-	2631	4
NM_001183189.1	chrXIV	647432	648937	+	1506	0
NM_001183190.3	chrXIV	649028	651712	-	2685	4
NM_001183191.3	chrXIV	652465	653103	+	639	0
NM_001183192.1	chrXIV	653387	654541	+	1155	12
NM_001183194.3	chrXIV	662913	663581	+	669	4
NM_001183195.1	chrXIV	664270	664944	+	675	8
NM_001183196.1	chrXIV	665339	667267	+	1929	2
NM_001183197.3	chrXIV	667410	668222	-	813	2
NM_001183198.3	chrXIV	668377	669591	+	1215	12
NM_001183199.1	chrXIV	669774	670193	-	420	6
NM_001183200.1	chrXIV	670418	672118	+	1701	2
NM_001183201.3	chrXIV	672409	672969	+	561	2
NM_001183203.1	chrXIV	673274	674689	-	1416	4
NM_001183204.1	chrXIV	674923	675876	+	954	2
NM_001183205.3	chrXIV	676177	677103	+	927	4
NM_001183206.3	chrXIV	677199	678488	-	1290	8
NM_001183207.1	chrXIV	678799	680454	+	1656	4
NM_001183208.1	chrXIV	680694	685433	-	4740	5
NM_001183209.3	chrXIV	686010	687116	+	1107	2
NM_001184344.1	chrXIV	687243	687464	-	222	0
NM_001183210.1	chrXIV	687635	689998	+	2364	4
NM_001183211.3	chrXIV	690321	691286	+	966	4
NM_001184446.3	chrXIV	692561	692857	+	297	0
NM_001183212.1	chrXIV	693019	694047	-	1029	2
NM_001183213.1	chrXIV	694361	694822	-	462	5
NM_001183214.3	chrXIV	695052	695327	-	276	2
NM_001183215.1	chrXIV	695595	697484	+	1890	6
NM_001183216.1	chrXIV	697614	699431	-	1818	8
NM_001183217.3	chrXIV	699690	700460	+	771	4
NM_001183218.3	chrXIV	700541	701659	-	1119	0
NM_001183220.1	chrXIV	701895	703085	+	1191	9
NM_001183221.1	chrXIV	703699	705876	+	2178	6
NM_001183222.3	chrXIV	706139	707608	+	1470	0
NM_001183223.1	chrXIV	707788	708195	+	408	8
NM_001183224.1	chrXIV	708523	711204	+	2682	2
NM_001183225.3	chrXIV	711630	712811	+	1182	3
NM_001183226.3	chrXIV	713023	713655	-	633	2
NM_001183227.1	chrXIV	714048	715388	-	1341	58
NR_132253.1	chrXIV	716120	716284	+	165	0
NM_001183228.1	chrXIV	716780	718327	-	1548	4
NM_001183229.3	chrXIV	719346	720647	-	1302	12
NM_001183230.1	chrXIV;chrXIV	721120;722303	721770;723112	-;-	1461	13
NR_132254.1	chrXIV	721938	722211	-	274	0
NM_001183231.1	chrXIV	723356	724306	-	951	2
NM_001183232.3	chrXIV	728426	730186	-	1761	4
NM_001183233.3	chrXIV	731618	733303	-	1686	0
NM_001183234.1	chrXIV	733356	734069	-	714	0
NM_001183235.1	chrXIV	734291	735733	+	1443	0
NM_001183236.3	chrXIV	736803	738545	+	1743	0
NM_001183237.1	chrXIV	739951	742110	+	2160	20
NM_001183238.1	chrXIV	742881	743540	-	660	6
NM_001183239.3	chrXIV	744360	745343	-	984	0
NM_001183240.3	chrXIV	746943	748766	+	1824	0
NM_001183241.1	chrXIV	749136	750008	-	873	0
NM_001183242.1	chrXIV	750350	753700	-	3351	4
NM_001183243.3	chrXIV	753725	755035	-	1311	0
NM_001183244.1	chrXIV	755746	759099	-	3354	0
NM_001183245.1	chrXIV	760067	760885	-	819	0
NM_001183246.3	chrXIV	761123	762592	-	1470	0
NM_001183247.4	chrXIV	765375	769376	+	4002	2
NM_001183248.1	chrXIV	770440	771468	-	1029	2
NM_001183249.1	chrXIV	772657	774351	+	1695	0
NM_001183250.3	chrXIV	774792	776300	-	1509	2
NM_001183251.1	chrXIV	777602	778738	-	1137	6
NM_001183252.1	chrXIV	779916	781040	+	1125	2
NM_001184621.3	chrXIV	781511	781603	-	93	0
NM_001183253.3	chrXIV	781918	782280	+	363	0
NM_001267862.1	chrXIV	783287	783541	-	255	0
NM_001184036.1	chrXVI	130162	132228	+	2067	4
NM_001183967.1	chrXVI	261727	264192	-	2466	5
NM_001183899.1	chrXVI	387067	393654	+	6588	0
NM_001183830.2	chrXVI	521014	524958	+	3945	2
NM_001184142.1	chrXVI	655140	656552	-	1413	0
NM_001184221.1	chrXVI	786208	787428	+	1221	17
NM_001184287.1	chrXVI	917077	919041	-	1965	6
NM_001184097.1	chrXVI;chrXVI	280;5989	5840;6007	-;-	5580	0
NM_001184096.1	chrXVI	7933	8427	-	495	0
NM_001184095.1	chrXVI	9557	10870	-	1314	0
NM_001184094.1	chrXVI	11887	12600	+	714	0
NM_001184093.1	chrXVI	13228	14355	-	1128	0
NM_001184092.1	chrXVI	15053	15355	-	303	3
NM_001184091.1	chrXVI	15405	16868	-	1464	7
NM_001184088.1	chrXVI	22938	24701	+	1764	32
NM_001184087.1	chrXVI	25087	26064	+	978	16
NM_001184086.1	chrXVI	26611	28164	-	1554	0
NM_001184085.1	chrXVI	30079	30267	+	189	19
NM_001184084.1	chrXVI	30482	32803	+	2322	2
NM_001184083.1	chrXVI	33013	34947	+	1935	0
NM_001184082.1	chrXVI	35236	37845	+	2610	8
NM_001184081.1	chrXVI	38169	38798	+	630	6
NM_001184080.1	chrXVI	39121	40077	+	957	22
NM_001184079.1	chrXVI	41043	42869	+	1827	12
NM_001184078.1	chrXVI	43283	44344	-	1062	2
NM_001184077.1	chrXVI	44551	46506	-	1956	6
NM_001184076.1	chrXVI	47336	48802	+	1467	23
NM_001348883.1	chrXVI	48996	49304	-	309	0
NM_001184074.1	chrXVI	49303	50958	+	1656	18
NM_001184073.1	chrXVI	51244	52671	-	1428	10
NM_001184072.1	chrXVI	53498	55153	-	1656	72
NM_001184391.1	chrXVI	56748	58070	+	1323	0
NM_001184392.2	chrXVI;chrXVI	56748;58054	58052;62016	+;+	5268	0
NM_001184071.1	chrXVI	63279	63860	+	582	2
NM_001184070.1	chrXVI	64977	66614	-	1638	4
NM_001184069.1	chrXVI	67725	68882	+	1158	6
NM_001184068.1	chrXVI	69485	70951	+	1467	8
NM_001184067.1	chrXVI	71063	73006	-	1944	2
NM_001184066.1	chrXVI	73363	73881	-	519	2
NM_001184064.1	chrXVI	74309	74719	-	411	10
NM_001184312.1	chrXVI;chrXVI	75699;76224	75985;76239	-;-	303	60
NM_001184063.1	chrXVI	76669	79353	-	2685	6
NM_001184062.1	chrXVI	79711	82356	-	2646	0
NM_001184061.1	chrXVI	82625	84196	-	1572	0
NM_001184060.1	chrXVI	84509	85297	-	789	14
NM_001184059.1	chrXVI	85586	86950	+	1365	14
NM_001184058.1	chrXVI	87014	88033	-	1020	4
NM_001184057.1	chrXVI	88517	90316	+	1800	28
NM_001184056.1	chrXVI	90622	95109	-	4488	2
NM_001184055.1	chrXVI;chrXVI	95372;96234	96153;96258	-;-	807	2
NM_001184054.1	chrXVI	96496	98625	-	2130	14
NM_001184053.1	chrXVI	99484	100086	+	603	24
NM_001184051.1	chrXVI	100496	101353	+	858	32
NM_001184050.1	chrXVI	101608	102702	-	1095	2
NM_001184049.1	chrXVI	103232	104647	+	1416	18
NM_001184048.1	chrXVI	104946	105440	-	495	18
NM_001184047.1	chrXVI	106172	106822	+	651	0
NM_001184046.1	chrXVI	107275	108147	+	873	6
NM_001184045.1	chrXVI	108652	114315	+	5664	30
NM_001184044.1	chrXVI	115312	116487	+	1176	2
NM_001184043.1	chrXVI	117067	117687	+	621	0
NM_001184042.1	chrXVI	118382	120031	+	1650	4
NM_001184041.1	chrXVI	120163	121167	-	1005	4
NM_001184040.1	chrXVI	121767	125357	+	3591	34
NM_001184039.1	chrXVI	126006	126446	+	441	8
NM_001184038.2	chrXVI	126634	128088	-	1455	2
NM_001184037.1	chrXVI	128632	129138	-	507	0
NM_001184035.1	chrXVI	133043	135424	+	2382	21
NM_001184034.1	chrXVI	135790	136443	+	654	50
NM_001184033.1	chrXVI	136750	138228	+	1479	2
NM_001184032.1	chrXVI;chrXVI	138698;138865	138725;139409	+;+	573	16
NM_001184031.1	chrXVI	139620	143171	-	3552	16
NM_001184030.1	chrXVI	143821	147129	+	3309	2
NM_001184029.1	chrXVI	147416	148423	+	1008	13
NM_001184028.1	chrXVI	148569	150191	-	1623	57
NM_001184027.1	chrXVI	150614	151330	+	717	0
NM_001184026.1	chrXVI	151515	153149	-	1635	24
NM_001184025.1	chrXVI	153495	154040	+	546	16
NM_001184024.1	chrXVI	154290	156212	-	1923	18
NM_001184023.1	chrXVI	156490	157593	-	1104	2
NM_001184022.1	chrXVI	157842	159593	+	1752	0
NM_001184021.1	chrXVI	159909	162341	+	2433	56
NM_001184020.1	chrXVI	162632	163597	-	966	12
NM_001184018.1	chrXVI	164276	165760	+	1485	22
NM_001184017.1	chrXVI	166256	167398	+	1143	2
NM_001184016.1	chrXVI	168088	169338	-	1251	6
NM_001184015.1	chrXVI	169770	171155	-	1386	0
NM_001184014.1	chrXVI	171484	171954	+	471	0
NM_001184013.1	chrXVI	172033	172755	-	723	18
NM_001184012.1	chrXVI;chrXVI;chrXVI	173152;173572;174073	173162;173665;174702	+;+;+	735	16
NR_132266.1	chrXVI	173827	173904	+	78	0
NM_001184010.1	chrXVI	175043	175864	+	822	6
NM_001184009.1	chrXVI	176223	179021	+	2799	8
NM_001184008.1	chrXVI	179277	181115	+	1839	0
NM_001184007.1	chrXVI	181403	182548	+	1146	8
NM_001184006.1	chrXVI	182655	183056	-	402	2
NM_001184005.1	chrXVI	183597	184679	-	1083	0
NM_001184004.1	chrXVI	185317	187725	-	2409	10
NM_001184537.1	chrXVI	188307	188513	-	207	2
NM_001184003.1	chrXVI	189154	190983	+	1830	2
NM_001184002.1	chrXVI	191406	192650	+	1245	7
NM_001184001.1	chrXVI	193648	194145	+	498	222
NM_001184000.1	chrXVI	194512	195426	-	915	1
NM_001183998.1	chrXVI	195950	197788	-	1839	2
NM_001184317.1	chrXVI	199095	199376	+	282	4
NM_001183997.1	chrXVI	199495	202536	-	3042	14
NM_001183995.1	chrXVI	203421	204941	+	1521	8
NM_001183994.1	chrXVI	205248	207647	+	2400	4
NM_001183993.1	chrXVI	208157	209806	+	1650	14
NM_001183992.1	chrXVI	212158	212784	+	627	11
NM_001183991.1	chrXVI	213042	213962	-	921	8
NM_001183990.1	chrXVI	216012	218363	-	2352	8
NM_001183989.1	chrXVI;chrXVI	218630;218747	218646;220088	+;+	1359	4
NM_001183988.1	chrXVI	220167	222773	-	2607	0
NM_001183987.1	chrXVI	223143	224036	+	894	12
NM_001183986.1	chrXVI	224353	225741	-	1389	4
NM_001183985.1	chrXVI	226169	227371	-	1203	4
NM_001183984.1	chrXVI	228314	228772	+	459	6
NM_001183983.1	chrXVI	229039	230838	-	1800	13
NM_001183982.1	chrXVI	231217	232509	+	1293	4
NM_001183981.1	chrXVI	232593	237107	-	4515	0
NM_001183980.1	chrXVI	237338	237979	+	642	0
NM_001183979.1	chrXVI	237956	239077	-	1122	0
NM_001183978.1	chrXVI	239350	241497	-	2148	4
NM_001183977.1	chrXVI	241918	242700	-	783	5
NM_001183976.1	chrXVI	243206	244027	-	822	2
NM_001183975.1	chrXVI	244319	246220	-	1902	2
NM_001183974.1	chrXVI	246990	250262	+	3273	20
NM_001183973.1	chrXVI	250907	251668	-	762	101
NM_001183972.1	chrXVI	252034	254310	-	2277	4
NM_001183971.1	chrXVI	254814	255761	+	948	5
NM_001183970.1	chrXVI	255913	256767	-	855	5
NM_001183969.1	chrXVI	257216	259336	-	2121	2
NM_001183968.1	chrXVI	259714	260931	-	1218	33
NM_001184627.1	chrXVI	264602	264700	+	99	0
NM_001183966.1	chrXVI	265028	266104	+	1077	2
NM_001183965.1	chrXVI	266180	267535	-	1356	0
NM_001183964.1	chrXVI	268188	270893	+	2706	4
NM_001183963.1	chrXVI	271310	272194	+	885	3
NM_001183962.1	chrXVI	272294	272815	-	522	3
NM_001183961.1	chrXVI	273255	275867	+	2613	0
NM_001183960.1	chrXVI	276162	277529	-	1368	20
NM_001183959.1	chrXVI	278395	279699	-	1305	30
NM_001183958.1	chrXVI	280480	280926	+	447	3
NR_132267.1	chrXVI	281056	281517	-	462	5
NM_001183957.1	chrXVI;chrXVI	282122;282666	282140;282970	+;+	324	94
NM_001183955.1	chrXVI	283464	286061	-	2598	2
NM_001183954.1	chrXVI	287514	289034	-	1521	0
NM_001183953.1	chrXVI	289669	291051	-	1383	8
NM_001183952.1	chrXVI	291366	292427	-	1062	5
NM_001183951.1	chrXVI	292817	296647	-	3831	6
NM_001183949.1	chrXVI	297553	298050	+	498	20
NM_001183948.1	chrXVI	298571	299503	-	933	4
NM_001183947.1	chrXVI	299888	301228	-	1341	3
NM_001183946.1	chrXVI	301716	302618	+	903	4
NM_001183945.1	chrXVI	303121	304014	+	894	164
NM_001183944.1	chrXVI	304387	305058	+	672	0
NM_001183943.1	chrXVI;chrXVI	305298;305412	305306;306137	+;+	735	14
NM_001183942.1	chrXVI	306533	308221	-	1689	2
NM_001183941.1	chrXVI	308828	309604	-	777	10
NM_001183940.1	chrXVI	310210	312900	+	2691	37
NM_001183939.1	chrXVI	313388	316486	+	3099	2
NM_001183938.1	chrXVI	316755	317516	+	762	0
NM_001183937.1	chrXVI	317641	318945	-	1305	0
NM_001183936.1	chrXVI	319226	320767	-	1542	2
NM_001183935.1	chrXVI	320962	321630	-	669	0
NM_001183934.1	chrXVI	322071	323744	+	1674	6
NM_001184670.1	chrXVI	324024	324287	-	264	1
NM_001183933.1	chrXVI	324411	326264	-	1854	1
NM_001183932.1	chrXVI	326628	327662	+	1035	16
NM_001183931.1	chrXVI	327864	328730	-	867	38
NM_001183930.1	chrXVI	329606	331699	+	2094	10
NM_001183929.1	chrXVI	332100	335486	-	3387	4
NM_001183927.1	chrXVI	335953	337143	-	1191	0
NM_001183926.1	chrXVI	337436	338620	-	1185	6
NM_001183925.1	chrXVI	339944	340945	+	1002	14
NM_001183924.1	chrXVI	341068	344739	-	3672	4
NM_001183923.1	chrXVI;chrXVI	345264;345597	345444;347389	-;-	1974	2
NM_001183922.1	chrXVI	348446	348952	+	507	4
NM_001183921.1	chrXVI	349119	349865	+	747	2
NM_001183920.1	chrXVI	350194	352275	-	2082	84
NM_001183919.1	chrXVI	352863	355412	-	2550	18
NM_001183918.1	chrXVI	355700	357676	+	1977	6
NM_001183917.1	chrXVI	358000	359406	-	1407	1
NM_001183915.1	chrXVI	360209	361579	+	1371	13
